Year,Month,Date,Hour,Irradiance,Temperature,Relative Humidity,Wind Speed,Pressure,Power Generated(Per Hour)
2018,4,16,14,700.75,36.4,41.31,5.33,100.12,1.5
2018,4,16,15,485.23,35.46,43.56,5.62,100.11,1
2018,4,16,16,246.27,34.26,47.25,5.77,100.17,0.5
2018,4,17,8,641.12,31.8,57.44,3.1,100.71,1.3
2018,4,17,9,829.33,33.6,49.44,3.41,100.68,1.7
2018,4,17,10,955.48,35.12,44.19,3.7,100.6,2
2018,4,17,11,988.55,36.16,41.19,4.01,100.49,2.1
2018,4,17,12,966.25,36.6,39.75,4.41,100.37,2.1
2018,4,17,13,869.25,36.46,39.69,4.92,100.25,1.8
2018,4,17,14,703.92,35.88,40.62,5.27,100.18,1.5
2018,4,17,15,488.12,34.98,42.5,5.48,100.16,1
2018,4,17,16,247.67,33.79,45.62,5.61,100.19,0.5
2018,4,18,8,620.75,32.82,49.88,4.61,100.61,1.2
2018,4,18,9,813.42,35.04,42.25,4.16,100.57,1.6
2018,4,18,10,942.45,36.71,38.12,3.7,100.49,2
2018,4,18,11,1004.7,37.87,35,3.77,100.38,2.1
2018,4,18,12,980.9,38.51,33.31,4.24,100.23,2.1
2018,4,18,13,880.4,38.58,33.12,5.04,100.1,1.9
2018,4,18,14,712.55,38.05,34.12,5.71,100.03,1.5
2018,4,18,15,494.33,37.07,36.25,6.11,100.01,1
2018,4,18,16,250.88,35.63,40,6.46,100.05,0.5
2018,4,19,8,634.15,32.5,55.5,6.13,100.43,1.3
2018,4,19,9,821.42,34.62,46.5,5.77,100.37,1.7
2018,4,19,10,946.38,36.4,40.25,5.32,100.27,2
2018,4,19,11,951.6,37.62,36.19,5.09,100.15,2
2018,4,19,12,929.27,38.32,33.81,5.21,100.01,2
2018,4,19,13,830.35,38.44,33.06,5.66,99.89,1.8
2018,4,19,14,664.3,37.98,34.06,6.3,99.82,1.4
2018,4,19,15,449.05,36.92,36.81,6.92,99.82,0.9
2018,4,19,16,216.88,35.32,41.88,7.37,99.87,0.4
2018,4,20,8,585.65,32.64,55.69,6.23,100.33,1.2
2018,4,20,9,775.27,34.56,47.69,4.85,100.33,1.6
2018,4,20,10,901.77,36.06,42.12,3.52,100.29,1.9
2018,4,20,11,938.67,37.3,37.94,3.02,100.21,2
2018,4,20,12,917.95,37.91,36,3.38,100.1,2
2018,4,20,13,814.35,38.05,35.69,4.18,100,1.7
2018,4,20,14,645.58,37.69,36.56,5.02,99.92,1.3
2018,4,20,15,428.9,36.69,39,5.79,99.9,0.9
2018,4,20,16,207.42,35.39,43,6.26,99.92,0.4
2018,4,21,8,581.1,31.85,60.12,6.15,100.37,1.2
2018,4,21,9,770.15,33.6,52.12,5.57,100.36,1.6
2018,4,21,10,897.42,35.22,45.94,4.98,100.3,1.9
2018,4,21,11,950.9,36.25,42.5,4.67,100.2,2
2018,4,21,12,929.35,36.83,40.69,4.86,100.09,2
2018,4,21,13,832.02,36.87,40.44,5.56,99.98,1.8
2018,4,21,14,667.35,36.29,42.12,6.31,99.9,1.4
2018,4,21,15,453.55,35.16,45.81,6.8,99.88,0.9
2018,4,21,16,221.35,33.69,51.31,7.13,99.9,0.4
2018,4,22,8,616,32.76,53.44,6.02,100.42,1.2
2018,4,22,9,804.5,34.72,45.25,5.34,100.38,1.6
2018,4,22,10,933.98,36.33,39.62,4.73,100.3,1.9
2018,4,22,11,988.38,37.48,36.44,4.46,100.19,2.1
2018,4,22,12,963.92,38.12,34.88,4.62,100.07,2.1
2018,4,22,13,862.08,38.23,34.56,5.11,99.95,1.8
2018,4,22,14,693.88,37.8,35.62,5.67,99.89,1.4
2018,4,22,15,473.67,36.88,38.06,6.14,99.88,1
2018,4,22,16,235.3,35.44,42.56,6.48,99.92,0.5
2018,4,23,8,623.2,32.44,55.69,4.94,100.44,1.2
2018,4,23,9,813.15,34.34,46.88,4.34,100.41,1.6
2018,4,23,10,942.27,35.75,41.75,3.98,100.35,2
2018,4,23,11,982.9,36.62,38.81,4.16,100.26,2.1
2018,4,23,12,957.35,36.98,37.56,4.73,100.14,2.1
2018,4,23,13,856.08,36.81,38.12,5.47,100.04,1.8
2018,4,23,14,687.05,36.1,40.69,6.03,99.98,1.4
2018,4,23,15,468.27,35.03,44.69,6.22,99.96,0.9
2018,4,23,16,230.12,33.63,50.38,6.31,99.98,0.5
2018,4,24,8,599.17,32.21,57.56,5.62,100.47,1.2
2018,4,24,9,787.3,34.2,47.38,5.08,100.44,1.6
2018,4,24,10,914.52,35.87,40.44,4.37,100.37,1.9
2018,4,24,11,982.2,37.06,36.12,3.96,100.28,2.1
2018,4,24,12,954.58,37.77,33.5,4.11,100.16,2.1
2018,4,24,13,849.35,37.91,32.62,4.77,100.06,1.8
2018,4,24,14,677.92,37.43,33.69,5.6,99.98,1.4
2018,4,24,15,458.27,36.43,36.75,6.26,99.96,0.9
2018,4,24,16,221.95,34.91,42.06,6.75,99.99,0.4
2018,4,25,8,586.9,31.91,58.31,5.57,100.43,1.2
2018,4,25,9,769.77,34.08,47.88,5.23,100.39,1.6
2018,4,25,10,895.5,35.84,41.19,4.49,100.32,1.9
2018,4,25,11,956.23,37,37.5,3.8,100.21,2
2018,4,25,12,927.95,37.73,35.44,3.57,100.08,2
2018,4,25,13,822.5,37.92,35.06,4,99.96,1.7
2018,4,25,14,650.48,37.54,36.06,4.71,99.88,1.3
2018,4,25,15,431,36.61,38.5,5.48,99.85,0.9
2018,4,25,16,219.45,35.15,43.12,6.21,99.89,0.4
2018,4,26,8,582.48,32.51,56.75,5.34,100.31,1.2
2018,4,26,9,769.35,34.33,48.62,4.57,100.28,1.6
2018,4,26,10,899.3,35.8,43.25,3.68,100.23,1.9
2018,4,26,11,937.2,36.87,39.5,3.32,100.13,2
2018,4,26,12,916.2,37.49,37.56,3.78,100.02,2
2018,4,26,13,813.77,37.56,37.31,4.85,99.91,1.7
2018,4,26,14,646.4,36.91,39.31,5.96,99.85,1.3
2018,4,26,15,432.45,35.71,43.44,6.88,99.82,0.9
2018,4,26,16,204.2,33.97,50.25,7.48,99.86,0.4
2018,4,27,8,622.35,31.51,63.44,3.41,100.44,1.2
2018,4,27,9,811.95,32.83,57.12,3.3,100.42,1.6
2018,4,27,10,943.27,33.91,52.38,3.27,100.38,2
2018,4,27,11,962.62,34.86,48.31,3.5,100.29,2
2018,4,27,12,940.9,35.51,45.38,3.89,100.2,2
2018,4,27,13,843.85,35.83,43.81,4.42,100.11,1.8
2018,4,27,14,679.35,35.63,43.88,5.07,100.06,1.4
2018,4,27,15,465.67,34.97,45.25,5.67,100.06,0.9
2018,4,27,16,231.35,33.84,48.56,6.22,100.12,0.5
2018,4,28,8,655.95,32.3,55.25,3.91,100.6,1.3
2018,4,28,9,843.2,34.08,47.75,4.2,100.57,1.7
2018,4,28,10,968.48,35.45,42.94,4.6,100.5,2
2018,4,28,11,991.67,36.28,40.12,5.2,100.4,2.1
2018,4,28,12,966.88,36.65,38.81,5.82,100.28,2.1
2018,4,28,13,867.77,36.56,38.81,6.35,100.19,1.8
2018,4,28,14,702.35,36.06,40.06,6.49,100.15,1.5
2018,4,28,15,488.65,35.26,41.94,6.27,100.14,1
2018,4,28,16,249.5,34.13,45.12,6.04,100.17,0.5
2018,4,29,8,629.2,31.9,62.81,4.93,100.49,1.2
2018,4,29,9,816.15,33.58,55.12,4.8,100.44,1.7
2018,4,29,10,940.25,35.16,48.25,4.6,100.36,1.9
2018,4,29,11,957.48,36.39,43.31,4.43,100.23,2
2018,4,29,12,929.45,37.2,40.31,4.42,100.1,2
2018,4,29,13,825.4,37.4,39.38,4.76,99.97,1.7
2018,4,29,14,655.3,36.99,40.31,5.34,99.88,1.4
2018,4,29,15,438.52,36.02,43.06,5.93,99.85,0.9
2018,4,29,16,209.38,34.62,48,6.48,99.87,0.4
2018,4,30,8,577.6,32.62,59.44,6.36,100.28,1.1
2018,4,30,9,756.95,34.12,53.38,5.38,100.27,1.5
2018,4,30,10,883.6,35.2,49.38,4.45,100.21,1.8
2018,4,30,11,906.12,36.19,45.75,3.85,100.11,1.9
2018,4,30,12,881.3,36.93,43,3.61,99.99,1.9
2018,4,30,13,779.38,37.32,41.56,3.78,99.87,1.6
2018,4,30,14,613.67,37.29,41.38,4.44,99.78,1.3
2018,4,30,15,405,36.77,42.88,5.34,99.74,0.8
2018,4,30,16,195.4,35.65,46.75,6.37,99.76,0.4
2018,5,1,8,586.98,31.85,65.25,6.8,100.35,1.2
2018,5,1,9,769.08,33.27,58.06,5.93,100.34,1.6
2018,5,1,10,891.33,34.62,52.12,4.98,100.27,1.8
2018,5,1,11,910.45,35.58,48.19,4.15,100.16,1.9
2018,5,1,12,886.2,36.48,44.94,3.83,100.02,1.9
2018,5,1,13,785.48,37.04,43.06,4.05,99.9,1.7
2018,5,1,14,616.77,37,43,4.9,99.82,1.3
2018,5,1,15,409.08,36.33,45.06,5.97,99.81,0.8
2018,5,1,16,195.92,35.08,49.75,6.96,99.86,0.4
2018,5,2,8,542.83,31.16,69.81,4.99,100.33,1.1
2018,5,2,9,724.27,32.3,63.81,4.62,100.32,1.5
2018,5,2,10,846.17,33.21,59.44,3.97,100.29,1.8
2018,5,2,11,899.58,33.96,55.62,3.41,100.21,1.9
2018,5,2,12,874.23,34.57,52.5,3.03,100.1,1.9
2018,5,2,13,772.65,34.94,50.69,3,100,1.6
2018,5,2,14,607.92,34.99,50.19,3.45,99.94,1.3
2018,5,2,15,401.45,34.65,51.19,4.26,99.91,0.8
2018,5,2,16,187.62,33.8,54.31,5.18,99.93,0.4
2018,5,3,8,560.7,31.1,71.25,4.55,100.37,1.1
2018,5,3,9,737.55,32.05,66,4.54,100.38,1.5
2018,5,3,10,851.25,32.8,62.44,4.24,100.37,1.8
2018,5,3,11,843.7,33.23,60.12,3.98,100.31,1.8
2018,5,3,12,814.08,33.51,58.44,3.95,100.23,1.8
2018,5,3,13,719.52,33.54,57.75,4.05,100.14,1.5
2018,5,3,14,562.5,33.33,58.06,4.4,100.07,1.2
2018,5,3,15,361.5,32.85,59.69,4.91,100.07,0.7
2018,5,3,16,177.42,32.15,62.88,5.38,100.1,0.4
2018,5,4,8,608.75,29.66,76,2.07,100.43,1.2
2018,5,4,9,794.4,30.58,70.06,2.14,100.44,1.6
2018,5,4,10,918.67,31.32,65.56,2.27,100.4,1.9
2018,5,4,11,935.12,31.88,62.31,2.48,100.34,2
2018,5,4,12,915.38,32.23,60.06,2.89,100.25,2
2018,5,4,13,816.25,32.41,58.56,3.4,100.16,1.7
2018,5,4,14,654.15,32.33,58.38,3.84,100.1,1.4
2018,5,4,15,445.2,32.03,59.38,4.14,100.08,0.9
2018,5,4,16,219.1,31.41,62.38,4.36,100.13,0.4
2018,5,5,8,639.33,30.67,69.31,3.54,100.58,1.3
2018,5,5,9,823.27,31.88,62.62,3.69,100.56,1.7
2018,5,5,10,946.35,32.99,57.44,3.76,100.51,2
2018,5,5,11,979.23,33.86,53.38,4.04,100.41,2.1
2018,5,5,12,954.17,34.42,50.38,4.59,100.3,2.1
2018,5,5,13,855.4,34.55,49,5.32,100.22,1.8
2018,5,5,14,690.17,34.23,49.38,5.8,100.17,1.4
2018,5,5,15,477.6,33.54,51.44,5.98,100.16,1
2018,5,5,16,244.05,32.53,55.56,6.03,100.21,0.5
2018,5,6,8,653.35,30.84,67.19,4.74,100.58,1.3
2018,5,6,9,834.42,31.82,62.44,4.18,100.57,1.7
2018,5,6,10,956.92,32.58,58.94,3.62,100.52,2
2018,5,6,11,996,33.2,55.94,3.34,100.44,2.1
2018,5,6,12,970.27,33.62,53.81,3.35,100.33,2.1
2018,5,6,13,867.52,33.79,52.81,3.59,100.22,1.8
2018,5,6,14,701.88,33.67,52.81,3.97,100.17,1.5
2018,5,6,15,487.52,33.27,53.94,4.44,100.15,1
2018,5,6,16,250.08,32.52,57.12,4.79,100.19,0.5
2018,5,7,8,638.45,31.94,58.56,4.5,100.48,1.3
2018,5,7,9,816.95,33.37,53.12,3.82,100.46,1.7
2018,5,7,10,935.2,34.15,50.62,3.32,100.4,1.9
2018,5,7,11,958.77,34.34,49.81,3.45,100.31,2
2018,5,7,12,930.38,34.33,49.75,3.86,100.2,2
2018,5,7,13,831.88,34.14,50.31,4.34,100.1,1.8
2018,5,7,14,667.77,33.83,51.19,4.72,100.04,1.4
2018,5,7,15,457.15,33.37,52.69,4.99,100.01,0.9
2018,5,7,16,227.92,32.71,55.25,5.31,100.03,0.5
2018,5,8,8,584.15,31.32,64.62,4.46,100.31,1.2
2018,5,8,9,759.12,32.54,58.81,3.77,100.31,1.5
2018,5,8,10,874.92,33.13,56.12,3.28,100.27,1.8
2018,5,8,11,931.08,33.58,54,3.47,100.19,2
2018,5,8,12,899.95,33.68,53.06,4.18,100.1,1.9
2018,5,8,13,795.25,33.61,53.12,5.04,100.02,1.7
2018,5,8,14,624.8,33.33,53.94,5.74,99.96,1.3
2018,5,8,15,419.6,32.91,55.62,6.03,99.92,0.8
2018,5,8,16,207.98,32.23,58.88,6.13,99.93,0.4
2018,5,9,8,579.83,32.23,57,5.18,100.38,1.1
2018,5,9,9,742.52,33.57,52.19,5.18,100.38,1.5
2018,5,9,10,859.23,34.58,48.75,5.14,100.33,1.8
2018,5,9,11,953.67,35.21,46.5,5.28,100.25,2
2018,5,9,12,926.38,35.57,45.19,5.63,100.16,2
2018,5,9,13,827.08,35.48,45.06,6.23,100.1,1.7
2018,5,9,14,664.8,34.91,46.75,6.8,100.05,1.4
2018,5,9,15,456.17,34.12,49.94,7.2,100.06,0.9
2018,5,9,16,229.08,33.2,54,7.29,100.1,0.5
2018,5,10,8,635.8,32.27,51.25,5.47,100.6,1.3
2018,5,10,9,811.7,33.76,46.19,4.97,100.58,1.6
2018,5,10,10,928.35,35,42.56,4.74,100.51,1.9
2018,5,10,11,978.6,35.77,40.81,4.74,100.41,2.1
2018,5,10,12,953.15,36.05,40.75,4.96,100.31,2.1
2018,5,10,13,856.67,35.78,42.31,5.33,100.21,1.8
2018,5,10,14,697.48,35.2,44.88,5.9,100.16,1.4
2018,5,10,15,489.52,34.25,48.81,6.57,100.13,1
2018,5,10,16,256.58,33.02,54.31,7.34,100.15,0.5
2018,5,11,8,642.95,32.32,58.5,4.18,100.47,1.3
2018,5,11,9,822.6,33.65,53.06,4.11,100.44,1.7
2018,5,11,10,931.83,34.61,49.62,4.25,100.36,1.9
2018,5,11,11,980.02,35.31,47.12,4.49,100.27,2.1
2018,5,11,12,952,35.65,45.81,4.76,100.17,2.1
2018,5,11,13,855.1,35.64,45.44,4.99,100.08,1.8
2018,5,11,14,694.15,35.29,46.06,5.05,100.03,1.4
2018,5,11,15,483.9,34.73,47.62,5.12,100.02,1
2018,5,11,16,251.12,33.93,50.62,5.41,100.04,0.5
2018,5,12,8,635.83,31.6,64.25,4.93,100.42,1.3
2018,5,12,9,812.88,33.2,57,4.15,100.39,1.6
2018,5,12,10,928.77,34.52,51.56,3.47,100.32,1.9
2018,5,12,11,951.65,35.46,47.5,3.25,100.23,2
2018,5,12,12,922.65,36.19,44.31,3.51,100.11,2
2018,5,12,13,820.02,36.57,42.5,4.05,100,1.7
2018,5,12,14,653.92,36.44,42.44,4.6,99.94,1.4
2018,5,12,15,442.15,35.87,43.88,5.23,99.91,0.9
2018,5,12,16,216.08,34.75,47.56,5.93,99.93,0.4
2018,5,13,8,588.65,32.29,60.25,4.57,100.39,1.2
2018,5,13,9,776.75,33.67,54.75,3.88,100.35,1.6
2018,5,13,10,890.12,34.65,51,3.45,100.28,1.8
2018,5,13,11,928.5,35.39,47.81,3.52,100.19,2
2018,5,13,12,904.12,35.91,45.25,3.93,100.08,2
2018,5,13,13,806.9,36.06,43.94,4.52,99.99,1.7
2018,5,13,14,645.85,35.76,44.38,5.15,99.94,1.3
2018,5,13,15,440.15,35.02,46.56,5.74,99.93,0.9
2018,5,13,16,222.85,33.95,50.56,6.22,99.97,0.4
2018,5,14,8,610.05,31.87,59.5,3.58,100.44,1.2
2018,5,14,9,790.2,33.23,53.94,2.37,100.42,1.6
2018,5,14,10,907.75,34.33,49.5,1.41,100.34,1.9
2018,5,14,11,947,35.14,45.62,1.35,100.25,2
2018,5,14,12,920.45,35.72,42.88,2,100.14,2
2018,5,14,13,822.45,36,41.5,2.69,100.05,1.7
2018,5,14,14,662.55,35.82,42.12,3.38,100,1.4
2018,5,14,15,454.88,35.17,44.5,4.24,99.99,0.9
2018,5,14,16,228.27,34.07,49.06,5.09,100.01,0.5
2018,5,15,8,607.38,30.44,64.75,3.08,100.41,1.2
2018,5,15,9,786.05,31.39,57.06,2.62,100.4,1.6
2018,5,15,10,904.73,32.17,49.88,2.07,100.33,1.9
2018,5,15,11,958.77,32.84,44.12,1.91,100.26,2
2018,5,15,12,933.25,33.45,40.12,2.09,100.16,2
2018,5,15,13,835.5,33.92,36.94,2.57,100.07,1.8
2018,5,15,14,675.27,34.22,34.62,3.07,100.02,1.4
2018,5,15,15,468.17,34.25,33.88,3.5,99.99,0.9
2018,5,15,16,240.25,33.76,34.81,3.91,100,0.5
2018,5,16,8,612.5,32.08,52.19,3.58,100.26,1.2
2018,5,16,9,787.4,33.96,44.75,2.97,100.23,1.6
2018,5,16,10,904.8,35.45,40.12,2.42,100.16,1.9
2018,5,16,11,975,36.55,37,2.45,100.06,2.1
2018,5,16,12,948.1,37.24,35.25,2.98,99.96,2
2018,5,16,13,850.65,37.45,34.88,3.72,99.85,1.8
2018,5,16,14,690.85,37.15,35.69,4.55,99.79,1.4
2018,5,16,15,483.98,36.39,37.56,5.44,99.78,1
2018,5,16,16,253.2,35.12,41.56,6.21,99.8,0.5
2018,5,17,8,622.45,32.63,56,3.56,100.19,1.2
2018,5,17,9,797.17,34.23,49.81,2.84,100.17,1.6
2018,5,17,10,912.95,35.58,44.88,2.48,100.12,1.9
2018,5,17,11,946.95,36.62,41.5,2.78,100.03,2
2018,5,17,12,919.08,37.17,39.69,3.62,99.94,2
2018,5,17,13,819.23,37.22,39.44,4.76,99.86,1.7
2018,5,17,14,656.88,36.66,40.94,5.8,99.82,1.4
2018,5,17,15,448.08,35.61,44.06,6.47,99.81,0.9
2018,5,17,16,223.45,34.27,48.69,6.82,99.86,0.4
2018,5,18,8,605.5,33.21,52.44,3.33,100.15,1.2
2018,5,18,9,783.5,34.81,47.19,1.89,100.12,1.6
2018,5,18,10,901.33,36.27,42.06,1.12,100.04,1.9
2018,5,18,11,887.45,37.51,37.94,1.88,99.93,1.9
2018,5,18,12,863.7,38.18,36,2.98,99.83,1.9
2018,5,18,13,767.08,38.29,35.56,4.01,99.75,1.6
2018,5,18,14,609.12,37.73,36.62,4.9,99.7,1.3
2018,5,18,15,409.33,36.69,39.25,5.63,99.69,0.8
2018,5,18,16,200.25,35.21,44.12,6.24,99.74,0.4
2018,5,19,8,572.62,31.82,59.69,4.28,100.16,1.1
2018,5,19,9,751.58,33.27,53.56,3.16,100.13,1.5
2018,5,19,10,876.35,34.51,48.81,2.18,100.06,1.8
2018,5,19,11,854.55,35.62,45,1.76,99.95,1.8
2018,5,19,12,825.85,36.5,41.94,2.24,99.83,1.8
2018,5,19,13,736.48,36.88,40.31,3.14,99.73,1.6
2018,5,19,14,570.85,36.68,40.5,4.19,99.67,1.2
2018,5,19,15,373.83,35.92,42.69,5.18,99.65,0.8
2018,5,19,16,184.02,34.67,47.25,5.95,99.68,0.4
2018,5,20,8,550.12,31.05,66.94,3.43,100.19,1.1
2018,5,20,9,726.25,32.3,59.94,2.57,100.17,1.5
2018,5,20,10,843.33,33.45,54.38,1.81,100.11,1.7
2018,5,20,11,906.52,34.4,49.94,1.82,100.03,1.9
2018,5,20,12,877.55,35.02,47.31,2.34,99.93,1.9
2018,5,20,13,776.58,35.26,46.44,3.06,99.84,1.6
2018,5,20,14,613.7,35.01,47.19,3.54,99.78,1.3
2018,5,20,15,409.58,34.4,49.31,3.85,99.75,0.8
2018,5,20,16,222.05,33.44,53.38,4.33,99.77,0.4
2018,5,21,8,564.73,31.11,66.62,4.15,100.2,1.1
2018,5,21,9,743.42,32.2,61.81,3.43,100.2,1.5
2018,5,21,10,862.8,32.9,59.19,2.61,100.15,1.8
2018,5,21,11,887.15,33.35,57.38,1.93,100.07,1.9
2018,5,21,12,860.23,33.83,55.12,1.47,99.98,1.9
2018,5,21,13,758.3,34.25,52.88,1.55,99.9,1.6
2018,5,21,14,592.98,34.44,51.56,2.19,99.85,1.2
2018,5,21,15,387.4,34.15,51.94,2.99,99.84,0.8
2018,5,21,16,188.6,33.51,54.38,3.83,99.88,0.4
2018,5,22,8,532.17,31.66,58.38,1.54,100.24,1.1
2018,5,22,9,724.75,32.78,53.19,0.63,100.24,1.5
2018,5,22,10,842.35,33.76,50,0.69,100.18,1.7
2018,5,22,11,938.77,34.61,46.88,1.33,100.09,2
2018,5,22,12,912.12,35.21,44.62,2.05,99.98,2
2018,5,22,13,808.62,35.48,43.5,2.77,99.9,1.7
2018,5,22,14,643.38,35.25,43.81,3.19,99.83,1.3
2018,5,22,15,436.98,34.73,45.12,3.54,99.81,0.9
2018,5,22,16,216.77,33.93,47.62,4.07,99.83,0.4
2018,5,23,8,605.8,31.18,63.56,1.93,100.21,1.2
2018,5,23,9,784.5,32.41,56.81,1.42,100.19,1.6
2018,5,23,10,902.27,33.58,51.56,1.16,100.11,1.9
2018,5,23,11,897.98,34.52,48.31,1.61,100.01,1.9
2018,5,23,12,868.4,35.18,45.75,2.49,99.9,1.9
2018,5,23,13,778.58,35.49,44.31,3.63,99.81,1.6
2018,5,23,14,614.95,35.26,44.94,4.72,99.75,1.3
2018,5,23,15,414.2,34.58,47.38,5.45,99.74,0.8
2018,5,23,16,211.27,33.48,51.81,5.86,99.78,0.4
2018,5,24,8,596.12,31.85,59.94,2.38,100.02,1.2
2018,5,24,9,769.52,33.48,52.19,1.42,100.01,1.6
2018,5,24,10,885.5,34.9,45.5,0.41,99.94,1.8
2018,5,24,11,908.95,36.18,41.25,1.7,99.84,1.9
2018,5,24,12,881.12,37.01,38.38,3.13,99.74,1.9
2018,5,24,13,780.15,37.27,37.19,4.48,99.64,1.7
2018,5,24,14,618.05,36.85,38.06,5.55,99.6,1.3
2018,5,24,15,404.48,35.81,40.94,6.23,99.59,0.8
2018,5,24,16,201.33,34.26,46.56,6.62,99.64,0.4
2018,5,25,8,556.35,30.91,63.12,1.1,99.98,1.1
2018,5,25,9,738.65,31.55,59,0.73,99.96,1.5
2018,5,25,10,851,32.28,54.81,0.1,99.91,1.8
2018,5,25,11,895.9,33.08,51.25,1.22,99.83,1.9
2018,5,25,12,869.17,33.58,49.69,2.37,99.73,1.9
2018,5,25,13,769.9,33.69,49.56,3.58,99.65,1.6
2018,5,25,14,609.4,33.38,51.19,4.68,99.62,1.3
2018,5,25,15,409.3,32.62,54.75,5.4,99.66,0.8
2018,5,25,16,200.77,31.61,59.81,5.65,99.73,0.4
2018,5,26,8,607.2,31.51,58.81,1.48,99.99,1.2
2018,5,26,9,781.17,32.55,55.62,2.66,100,1.6
2018,5,26,10,895.25,33.23,53.94,3.82,99.98,1.9
2018,5,26,11,938.42,33.65,52.62,4.93,99.92,2
2018,5,26,12,912.38,33.58,52.56,5.79,99.86,2
2018,5,26,13,815.5,33.14,53.5,6.24,99.79,1.7
2018,5,26,14,657.27,32.78,54.25,6.22,99.76,1.4
2018,5,26,15,455.48,32.46,55,6.04,99.74,0.9
2018,5,26,16,235.65,32,56.44,5.68,99.75,0.5
2018,5,27,8,613.83,31.57,60.62,3.79,100.04,1.2
2018,5,27,9,785.35,32.71,56.06,4.18,100.03,1.6
2018,5,27,10,899.33,33.55,53.19,4.39,99.97,1.9
2018,5,27,11,940.27,33.96,51.81,4.43,99.9,2
2018,5,27,12,915.15,34.2,51.19,4.51,99.81,2
2018,5,27,13,821.4,34.39,50.75,4.62,99.73,1.7
2018,5,27,14,666.58,34.13,51.44,4.82,99.66,1.4
2018,5,27,15,466.25,33.65,53.06,5.08,99.63,0.9
2018,5,27,16,244.35,32.93,56.25,5.37,99.64,0.5
2018,5,28,8,608.2,31.3,66.12,6.7,99.86,1.2
2018,5,28,9,780.62,32.26,61.62,6.63,99.88,1.6
2018,5,28,10,895.92,33.03,58.5,6.13,99.85,1.9
2018,5,28,11,952.77,33.54,56.81,5.76,99.76,2
2018,5,28,12,927.83,33.75,55.94,5.48,99.64,2
2018,5,28,13,833.65,33.86,55,5.1,99.52,1.8
2018,5,28,14,678.42,33.84,54.38,4.84,99.44,1.4
2018,5,28,15,477.55,33.67,54.19,4.88,99.4,1
2018,5,28,16,254.33,33.19,55.19,5.15,99.39,0.5
2018,5,29,8,615.67,32.15,57.12,4.5,99.77,1.2
2018,5,29,9,786.62,33.89,50.25,3.81,99.76,1.6
2018,5,29,10,899.27,35.4,45.38,3.06,99.7,1.9
2018,5,29,11,961.55,36.8,40.38,2.61,99.61,2
2018,5,29,12,935.85,37.73,37.44,2.82,99.5,2
2018,5,29,13,842.95,38.07,36.38,3.47,99.4,1.8
2018,5,29,14,689.8,37.82,37,4.05,99.33,1.4
2018,5,29,15,489.77,37.22,38.69,4.36,99.31,1
2018,5,29,16,264.83,36.39,41.12,4.85,99.34,0.5
2018,5,30,8,620.92,33.73,55.44,3.3,99.75,1.2
2018,5,30,9,789.08,35.39,48.81,2.29,99.73,1.6
2018,5,30,10,901.17,36.65,44.12,1.63,99.67,1.9
2018,5,30,11,944.48,37.47,41.5,1.57,99.59,2
2018,5,30,12,918.33,37.75,40.62,1.89,99.51,2
2018,5,30,13,823.12,37.65,41.12,2.48,99.45,1.7
2018,5,30,14,668.05,37.32,42.19,3.3,99.42,1.4
2018,5,30,15,466.92,36.69,43.94,4.13,99.43,0.9
2018,5,30,16,245,35.67,47.12,4.96,99.49,0.5
2018,5,31,8,588.48,32.56,62.06,4.03,99.94,1.2
2018,5,31,9,759.75,33.98,55.56,4.69,99.94,1.5
2018,5,31,10,871.73,34.93,51.81,5.05,99.9,1.8
2018,5,31,11,824.23,35.51,49.69,4.98,99.83,1.7
2018,5,31,12,805.58,35.85,48.62,4.43,99.73,1.7
2018,5,31,13,722.48,35.93,48.25,3.63,99.65,1.5
2018,5,31,14,558.1,35.97,47.94,2.67,99.61,1.2
2018,5,31,15,374.58,35.69,48.75,2.27,99.59,0.8
2018,5,31,16,183.73,35.11,51,2.67,99.6,0.4
2018,6,1,8,482.67,33.05,60.81,1.82,100.1,1
2018,6,1,9,659.12,34.36,54.81,1.23,100.08,1.3
2018,6,1,10,790.45,35.13,50.94,0.7,100.03,1.6
2018,6,1,11,857.9,35.49,48.69,0.62,99.98,1.8
2018,6,1,12,830.75,35.62,47.44,0.79,99.91,1.8
2018,6,1,13,740.05,35.53,47.19,0.99,99.84,1.6
2018,6,1,14,589,35.25,47.75,1.18,99.79,1.2
2018,6,1,15,406.67,34.76,49.19,1.44,99.77,0.8
2018,6,1,16,203.95,34.16,51.62,1.86,99.78,0.4
2018,6,2,8,521.8,30.32,69.5,1.96,100.16,1
2018,6,2,9,693.52,31.22,64.12,1.64,100.16,1.4
2018,6,2,10,815.6,31.98,59.19,1.52,100.11,1.7
2018,6,2,11,871.6,32.55,55.25,1.45,100.04,1.8
2018,6,2,12,846.45,32.96,52.25,1.29,99.97,1.8
2018,6,2,13,748.1,33.26,50.31,0.96,99.9,1.6
2018,6,2,14,597.23,33.37,49.44,0.7,99.83,1.2
2018,6,2,15,413.17,33.26,49.88,0.88,99.79,0.8
2018,6,2,16,213.92,32.76,53.94,1.63,99.8,0.4
2018,6,3,8,522.5,30.88,65,3.73,100.05,1
2018,6,3,9,712.8,32.37,59.56,3.26,100.04,1.4
2018,6,3,10,838.08,33.28,55.94,2.84,99.99,1.7
