YEAR,MO,DY,HR,Irradiance,Temperature,Pressure,Relative Humidity,Wind Speed,Column E X 50,SOLAR(KWhr),WIND(KWhr),S+W(KWhr)
2020,7,17,15,327.29,32.33,99.57,58.5,3.62,16364.5,24.54675,0.724,25.27075
2020,7,17,16,180.56,31.68,99.6,62.56,3.07,9028,13.542,0.614,14.156
2020,7,17,17,48.34,30.33,99.65,72.94,2.33,2417,3.6255,0.466,4.0915
2020,7,17,18,0,29.15,99.73,79.19,2.33,0,0,0.466,0.466
2020,7,17,19,0,28.71,99.8,79.38,2.75,0,0,0.55,0.55
2020,7,17,20,0,28.23,99.86,80.31,3.22,0,0,0.644,0.644
2020,7,17,21,0,27.73,99.91,82.38,3.43,0,0,0.686,0.686
2020,7,17,22,0,27.26,99.92,84.62,3.43,0,0,0.686,0.686
2020,7,17,23,0,26.8,99.9,86.62,3.39,0,0,0.678,0.678
2020,7,18,0,0,26.4,99.86,88,3.58,0,0,0.716,0.716
2020,7,18,1,0,26.01,99.83,89,3.81,0,0,0.762,0.762
2020,7,18,2,0,25.68,99.82,89.94,3.65,0,0,0.73,0.73
2020,7,18,3,0,25.44,99.85,91,3.21,0,0,0.642,0.642
2020,7,18,4,0,25.39,99.9,90.88,2.74,0,0,0.548,0.548
2020,7,18,5,14.02,25.51,99.96,89.81,2.47,701,1.0515,0.494,1.5455
2020,7,18,6,128.37,26.1,100.03,85.38,2.88,6418.5,9.62775,0.576,10.20375
2020,7,18,7,301.61,27.19,100.08,80,2.93,15080.5,22.62075,0.586,23.20675
2020,7,18,8,455.67,28.71,100.11,72.62,2.73,22783.5,34.17525,0.546,34.72125
2020,7,18,9,549.45,29.83,100.11,67.38,2.24,27472.5,41.20875,0.448,41.65675
2020,7,18,10,545.56,30.41,100.07,64.38,1.48,27278,40.917,0.296,41.213
2020,7,18,11,529.8,30.66,100.01,63,1.05,26490,39.735,0.21,39.945
2020,7,18,12,484.23,30.58,99.94,63,1.23,24211.5,36.31725,0.246,36.56325
2020,7,18,13,427.3,30.44,99.88,63.5,1.59,21365,32.0475,0.318,32.3655
2020,7,18,14,346.69,30.37,99.85,64.44,2.01,17334.5,26.00175,0.402,26.40375
2020,7,18,15,267.43,30.18,99.84,65.81,2.33,13371.5,20.05725,0.466,20.52325
2020,7,18,16,157.44,29.66,99.87,70.12,2.35,7872,11.808,0.47,12.278
2020,7,18,17,39.84,28.89,99.92,75.94,2.19,1992,2.988,0.438,3.426
2020,7,18,18,0,28.05,99.98,83.44,2.2,0,0,0.44,0.44
2020,7,18,19,0,27.64,100.03,85,2.48,0,0,0.496,0.496
2020,7,18,20,0,27.29,100.06,86.25,2.82,0,0,0.564,0.564
2020,7,18,21,0,27.01,100.08,87.31,3.18,0,0,0.636,0.636
2020,7,18,22,0,26.8,100.06,88.44,3.5,0,0,0.7,0.7
2020,7,18,23,0,26.65,100,89.25,3.88,0,0,0.776,0.776
2020,7,19,0,0,26.52,99.93,90.25,4.2,0,0,0.84,0.84
2020,7,19,1,0,26.41,99.9,91.19,4.18,0,0,0.836,0.836
2020,7,19,2,0,26.36,99.9,91.44,4,0,0,0.8,0.8
2020,7,19,3,0,26.33,99.91,91,4.07,0,0,0.814,0.814
2020,7,19,4,0,26.23,99.96,91,4,0,0,0.8,0.8
2020,7,19,5,12.29,26.16,100.03,91,3.94,614.5,0.92175,0.788,1.70975
2020,7,19,6,120.87,26.58,100.11,88.94,4.35,6043.5,9.06525,0.87,9.93525
2020,7,19,7,289.2,27.12,100.17,85.56,4.45,14460,21.69,0.89,22.58
2020,7,19,8,462.9,27.74,100.2,81.56,4.52,23145,34.7175,0.904,35.6215
2020,7,19,9,417.41,28.37,100.19,78.38,4.39,20870.5,31.30575,0.878,32.18375
2020,7,19,10,550.2,28.98,100.15,75.69,4.11,27510,41.265,0.822,42.087
2020,7,19,11,528.2,29.54,100.07,73.38,3.8,26410,39.615,0.76,40.375
2020,7,19,12,663.88,30.03,99.97,71.38,3.51,33194,49.791,0.702,50.493
2020,7,19,13,557.85,30.39,99.88,69.75,3.31,27892.5,41.83875,0.662,42.50075
2020,7,19,14,501.49,30.6,99.82,68.56,3.12,25074.5,37.61175,0.624,38.23575
2020,7,19,15,409.87,30.6,99.78,68.38,2.76,20493.5,30.74025,0.552,31.29225
2020,7,19,16,229.78,30.32,99.78,70.75,2.24,11489,17.2335,0.448,17.6815
2020,7,19,17,67.05,29.69,99.84,75.25,1.86,3352.5,5.02875,0.372,5.40075
2020,7,19,18,0,29.21,99.91,77.38,1.71,0,0,0.342,0.342
2020,7,19,19,0,29,99.99,77.94,1.8,0,0,0.36,0.36
2020,7,19,20,0,28.58,100.05,80.38,1.96,0,0,0.392,0.392
2020,7,19,21,0,28.14,100.1,84,2.16,0,0,0.432,0.432
2020,7,19,22,0,27.68,100.09,87.38,2.43,0,0,0.486,0.486
2020,7,19,23,0,27.29,100.05,89.81,2.74,0,0,0.548,0.548
2020,7,20,0,0,27.01,99.96,91.25,3.13,0,0,0.626,0.626
2020,7,20,1,0,26.79,99.88,91.81,3.6,0,0,0.72,0.72
2020,7,20,2,0,26.58,99.84,92.69,3.78,0,0,0.756,0.756
2020,7,20,3,0,26.45,99.84,93.25,3.81,0,0,0.762,0.762
2020,7,20,4,0,26.38,99.87,93.31,3.94,0,0,0.788,0.788
2020,7,20,5,13.05,26.46,99.91,92.88,4.23,652.5,0.97875,0.846,1.82475
2020,7,20,6,133.27,27.03,99.98,90.31,4.98,6663.5,9.99525,0.996,10.99125
2020,7,20,7,320.31,27.69,100.04,86.88,5.59,16015.5,24.02325,1.118,25.14125
2020,7,20,8,544.38,28.37,100.07,82.25,5.99,27219,40.8285,1.198,42.0265
2020,7,20,9,686.27,29.19,100.07,77.5,5.86,34313.5,51.47025,1.172,52.64225
2020,7,20,10,727.97,29.74,100.03,74.25,5.54,36398.5,54.59775,1.108,55.70575
2020,7,20,11,823.64,30.08,99.96,72.5,5.36,41182,61.773,1.072,62.845
2020,7,20,12,734.43,30.3,99.88,71.44,5.29,36721.5,55.08225,1.058,56.14025
2020,7,20,13,768.27,30.35,99.8,71.19,5.25,38413.5,57.62025,1.05,58.67025
2020,7,20,14,644.89,30.24,99.76,71.56,5.25,32244.5,48.36675,1.05,49.41675
2020,7,20,15,395.62,29.93,99.74,73,5.22,19781,29.6715,1.044,30.7155
2020,7,20,16,247.74,29.48,99.76,76.19,4.92,12387,18.5805,0.984,19.5645
2020,7,20,17,67.52,28.6,99.8,82.12,4.12,3376,5.064,0.824,5.888
2020,7,20,18,0,27.69,99.85,86.5,3.63,0,0,0.726,0.726
2020,7,20,19,0,27.43,99.91,87.75,3.49,0,0,0.698,0.698
2020,7,20,20,0,27.24,99.97,88.5,3.67,0,0,0.734,0.734
2020,7,20,21,0,27.13,100.04,88.81,4.11,0,0,0.822,0.822
2020,7,20,22,0,27.05,100.04,89.12,4.34,0,0,0.868,0.868
2020,7,20,23,0,26.9,99.99,89.88,4.27,0,0,0.854,0.854
2020,7,21,0,0,26.74,99.92,90.62,4.18,0,0,0.836,0.836
2020,7,21,1,0,26.58,99.85,91.31,4.04,0,0,0.808,0.808
2020,7,21,2,0,26.39,99.81,92.12,3.74,0,0,0.748,0.748
2020,7,21,3,0,26.26,99.82,92.38,3.64,0,0,0.728,0.728
2020,7,21,4,0,26.19,99.86,92.44,3.73,0,0,0.746,0.746
2020,7,21,5,11.79,26.29,99.95,91.75,3.61,589.5,0.88425,0.722,1.60625
2020,7,21,6,158.46,27.16,100.05,87.88,4.03,7923,11.8845,0.806,12.6905
2020,7,21,7,361.16,27.93,100.13,83.12,4.28,18058,27.087,0.856,27.943
2020,7,21,8,583.6,28.71,100.16,78.38,4.14,29180,43.77,0.828,44.598
2020,7,21,9,748.86,29.4,100.14,74.69,3.76,37443,56.1645,0.752,56.9165
2020,7,21,10,859.01,29.96,100.09,71.88,3.36,42950.5,64.42575,0.672,65.09775
2020,7,21,11,868.83,30.35,100.03,69.69,3.04,43441.5,65.16225,0.608,65.77025
2020,7,21,12,889.46,30.69,99.94,67.75,2.94,44473,66.7095,0.588,67.2975
2020,7,21,13,786.7,30.87,99.88,66.38,2.86,39335,59.0025,0.572,59.5745
2020,7,21,14,635.91,30.82,99.85,66.06,3.03,31795.5,47.69325,0.606,48.29925
2020,7,21,15,462.84,30.5,99.84,67.38,3.43,23142,34.713,0.686,35.399
2020,7,21,16,255.32,29.88,99.88,71.06,3.71,12766,19.149,0.742,19.891
2020,7,21,17,70.2,28.8,99.94,78.5,3.63,3510,5.265,0.726,5.991
2020,7,21,18,0,27.83,100.03,83,3.85,0,0,0.77,0.77
2020,7,21,19,0,27.55,100.1,84,4.3,0,0,0.86,0.86
2020,7,21,20,0,27.33,100.16,85.31,4.4,0,0,0.88,0.88
2020,7,21,21,0,27.16,100.2,86.56,4.37,0,0,0.874,0.874
2020,7,21,22,0,27.01,100.19,87.69,4.32,0,0,0.864,0.864
2020,7,21,23,0,26.89,100.14,88.44,4.37,0,0,0.874,0.874
2020,7,22,0,0,26.8,100.05,89.06,4.54,0,0,0.908,0.908
2020,7,22,1,0,26.68,99.98,90,4.4,0,0,0.88,0.88
2020,7,22,2,0,26.54,99.94,91,3.93,0,0,0.786,0.786
2020,7,22,3,0,26.38,99.94,91.62,3.52,0,0,0.704,0.704
2020,7,22,4,0,26.26,99.97,91.69,3.23,0,0,0.646,0.646
2020,7,22,5,12.66,26.28,100.03,91.38,3.07,633,0.9495,0.614,1.5635
2020,7,22,6,149.63,27.16,100.11,87.5,3.64,7481.5,11.22225,0.728,11.95025
2020,7,22,7,375.4,28.01,100.18,82.62,4.33,18770,28.155,0.866,29.021
2020,7,22,8,565.7,28.9,100.22,78.06,4.77,28285,42.4275,0.954,43.3815
2020,7,22,9,735.56,29.77,100.24,74.25,4.92,36778,55.167,0.984,56.151
2020,7,22,10,784.16,30.48,100.22,71.5,4.96,39208,58.812,0.992,59.804
2020,7,22,11,834.11,30.75,100.17,70.38,5.09,41705.5,62.55825,1.018,63.57625
2020,7,22,12,789.01,30.78,100.1,70.06,5.28,39450.5,59.17575,1.056,60.23175
2020,7,22,13,702.84,30.71,100.03,70.31,5.45,35142,52.713,1.09,53.803
2020,7,22,14,589.29,30.45,99.97,71.44,5.37,29464.5,44.19675,1.074,45.27075
2020,7,22,15,412.62,30.01,99.93,73.5,5.19,20631,30.9465,1.038,31.9845
2020,7,22,16,249.44,29.35,99.93,77.75,4.82,12472,18.708,0.964,19.672
2020,7,22,17,63.01,28.49,99.98,83.94,4.28,3150.5,4.72575,0.856,5.58175
2020,7,22,18,0,27.84,100.05,87.69,4.39,0,0,0.878,0.878
2020,7,22,19,0,27.68,100.12,88.75,4.73,0,0,0.946,0.946
2020,7,22,20,0,27.53,100.18,89.69,4.72,0,0,0.944,0.944
2020,7,22,21,0,27.37,100.2,90.19,4.57,0,0,0.914,0.914
2020,7,22,22,0,27.14,100.16,90.38,4.35,0,0,0.87,0.87
2020,7,22,23,0,26.87,100.1,90.44,4.1,0,0,0.82,0.82
2020,7,23,0,0,26.53,100.03,90.81,3.84,0,0,0.768,0.768
2020,7,23,1,0,26.26,99.95,91,3.76,0,0,0.752,0.752
2020,7,23,2,0,26.06,99.91,91.19,3.69,0,0,0.738,0.738
2020,7,23,3,0,25.87,99.89,91.5,3.7,0,0,0.74,0.74
2020,7,23,4,0,25.8,99.91,91.62,3.82,0,0,0.764,0.764
2020,7,23,5,11.97,25.94,99.95,90.88,4.19,598.5,0.89775,0.838,1.73575
2020,7,23,6,118.51,26.73,100.04,87.12,4.93,5925.5,8.88825,0.986,9.87425
2020,7,23,7,284.74,27.73,100.14,81.75,4.8,14237,21.3555,0.96,22.3155
2020,7,23,8,466.86,28.57,100.2,77.19,4.71,23343,35.0145,0.942,35.9565
2020,7,23,9,601.69,29.14,100.18,74.38,4.59,30084.5,45.12675,0.918,46.04475
2020,7,23,10,688.23,29.57,100.13,72.19,4.36,34411.5,51.61725,0.872,52.48925
2020,7,23,11,698.05,29.69,100.07,71.06,4.31,34902.5,52.35375,0.862,53.21575
2020,7,23,12,649.02,29.65,100,70.88,4.37,32451,48.6765,0.874,49.5505
2020,7,23,13,596.27,29.58,99.93,70.94,4.47,29813.5,44.72025,0.894,45.61425
2020,7,23,14,500.91,29.44,99.9,71.38,4.57,25045.5,37.56825,0.914,38.48225
2020,7,23,15,303.7,29.17,99.89,73.31,4.47,15185,22.7775,0.894,23.6715
2020,7,23,16,163.91,28.63,99.92,77.69,4.11,8195.5,12.29325,0.822,13.11525
2020,7,23,17,42.56,27.78,99.97,83.94,3.51,2128,3.192,0.702,3.894
2020,7,23,18,0,27.16,100.02,87.25,3.37,0,0,0.674,0.674
2020,7,23,19,0,27.05,100.08,88.25,3.45,0,0,0.69,0.69
2020,7,23,20,0,27,100.13,89.12,3.49,0,0,0.698,0.698
2020,7,23,21,0,26.97,100.16,89.81,3.48,0,0,0.696,0.696
2020,7,23,22,0,26.9,100.14,90.56,3.43,0,0,0.686,0.686
2020,7,23,23,0,26.86,100.09,91.06,3.52,0,0,0.704,0.704
2020,7,24,0,0,26.8,100.02,91.5,3.84,0,0,0.768,0.768
2020,7,24,1,0,26.72,99.97,91.88,4.2,0,0,0.84,0.84
2020,7,24,2,0,26.59,99.93,92.19,4.35,0,0,0.87,0.87
2020,7,24,3,0,26.43,99.93,92.31,4.41,0,0,0.882,0.882
2020,7,24,4,0,26.17,99.96,92.81,4,0,0,0.8,0.8
2020,7,24,5,11.09,26.01,100.03,93.06,3.42,554.5,0.83175,0.684,1.51575
2020,7,24,6,100.16,26.46,100.11,90.88,3.5,5008,7.512,0.7,8.212
2020,7,24,7,240.76,26.95,100.19,88.25,3.41,12038,18.057,0.682,18.739
2020,7,24,8,390.11,27.64,100.23,84.88,3.35,19505.5,29.25825,0.67,29.92825
2020,7,24,9,490.87,28.38,100.21,80.88,3.4,24543.5,36.81525,0.68,37.49525
2020,7,24,10,607.89,29.03,100.17,77.31,3.68,30394.5,45.59175,0.736,46.32775
2020,7,24,11,624.2,29.49,100.09,75.06,3.94,31210,46.815,0.788,47.603
2020,7,24,12,691.5,29.88,100.02,73.12,4.02,34575,51.8625,0.804,52.6665
2020,7,24,13,658.56,30.12,99.96,71.44,4.04,32928,49.392,0.808,50.2
2020,7,24,14,512.46,30.1,99.92,70.94,3.81,25623,38.4345,0.762,39.1965
2020,7,24,15,371.14,29.9,99.91,71.75,3.49,18557,27.8355,0.698,28.5335
2020,7,24,16,205.12,29.48,99.94,75.12,3.14,10256,15.384,0.628,16.012
2020,7,24,17,62.93,28.56,99.99,82.25,2.76,3146.5,4.71975,0.552,5.27175
2020,7,24,18,0,27.8,100.05,85.62,2.89,0,0,0.578,0.578
2020,7,24,19,0,27.58,100.13,86.31,3.07,0,0,0.614,0.614
2020,7,24,20,0,27.4,100.17,87.12,3.19,0,0,0.638,0.638
2020,7,24,21,0,27.25,100.19,88.25,3.24,0,0,0.648,0.648
2020,7,24,22,0,27.12,100.17,89.31,3.34,0,0,0.668,0.668
2020,7,24,23,0,26.99,100.12,90.19,3.62,0,0,0.724,0.724
2020,7,25,0,0,26.81,100.05,90.81,4.09,0,0,0.818,0.818
2020,7,25,1,0,26.55,100,91.62,4.49,0,0,0.898,0.898
2020,7,25,2,0,26.28,99.97,91.88,4.69,0,0,0.938,0.938
2020,7,25,3,0,26,99.98,91.88,4.52,0,0,0.904,0.904
2020,7,25,4,0,25.78,100.03,91.88,4.08,0,0,0.816,0.816
2020,7,25,5,11.63,25.7,100.1,91.44,3.62,581.5,0.87225,0.724,1.59625
2020,7,25,6,147,26.38,100.19,87.38,3.85,7350,11.025,0.77,11.795
2020,7,25,7,374.9,27.15,100.26,83.12,3.54,18745,28.1175,0.708,28.8255
2020,7,25,8,582.76,28.4,100.29,75.69,3.42,29138,43.707,0.684,44.391
2020,7,25,9,766.62,29.6,100.29,67.5,3.45,38331,57.4965,0.69,58.1865
2020,7,25,10,857.98,30.46,100.24,62.12,3.27,42899,64.3485,0.654,65.0025
2020,7,25,11,866.72,30.99,100.17,59.5,2.93,43336,65.004,0.586,65.59
2020,7,25,12,780.9,31.23,100.09,58.56,2.54,39045,58.5675,0.508,59.0755
2020,7,25,13,672.15,31.31,100.03,58.69,2.19,33607.5,50.41125,0.438,50.84925
2020,7,25,14,506.32,31.3,99.99,58.88,1.6,25316,37.974,0.32,38.294
2020,7,25,15,271.22,31.11,99.98,60.94,0.82,13561,20.3415,0.164,20.5055
2020,7,25,16,86.58,30.86,100.02,62.62,0.32,4329,6.4935,0.064,6.5575
2020,7,25,17,19.15,30.21,100.08,66.12,0.88,957.5,1.43625,0.176,1.61225
2020,7,25,18,0,29.01,100.14,75.69,1.47,0,0,0.294,0.294
2020,7,25,19,0,28.32,100.22,79.5,2.03,0,0,0.406,0.406
2020,7,25,20,0,27.84,100.28,81.94,2.28,0,0,0.456,0.456
2020,7,25,21,0,27.46,100.32,83.94,2.4,0,0,0.48,0.48
2020,7,25,22,0,27.11,100.31,85.44,2.6,0,0,0.52,0.52
2020,7,25,23,0,26.77,100.26,86.81,2.79,0,0,0.558,0.558
2020,7,26,0,0,26.49,100.23,88,2.86,0,0,0.572,0.572
2020,7,26,1,0,26.23,100.2,89,2.79,0,0,0.558,0.558
2020,7,26,2,0,25.98,100.19,89.5,2.68,0,0,0.536,0.536
2020,7,26,3,0,25.73,100.2,89.62,2.72,0,0,0.544,0.544
2020,7,26,4,0,25.48,100.23,89.44,2.87,0,0,0.574,0.574
2020,7,26,5,11.28,25.41,100.3,88.88,2.96,564,0.846,0.592,1.438
2020,7,26,6,142.32,26.23,100.38,83.88,3.39,7116,10.674,0.678,11.352
2020,7,26,7,352.05,27.01,100.44,79.19,3.45,17602.5,26.40375,0.69,27.09375
2020,7,26,8,553.76,28.07,100.47,74.19,3.77,27688,41.532,0.754,42.286
2020,7,26,9,736.21,29.12,100.44,69.56,3.88,36810.5,55.21575,0.776,55.99175
2020,7,26,10,847.66,30.11,100.36,65.69,3.7,42383,63.5745,0.74,64.3145
2020,7,26,11,872.14,30.94,100.25,62.56,3.55,43607,65.4105,0.71,66.1205
2020,7,26,12,879.59,31.44,100.15,60.62,3.5,43979.5,65.96925,0.7,66.66925
2020,7,26,13,810.56,31.76,100.05,59.56,3.51,40528,60.792,0.702,61.494
2020,7,26,14,603.28,31.87,100.01,59.69,3.12,30164,45.246,0.624,45.87
2020,7,26,15,384.61,31.73,100,61.5,2.46,19230.5,28.84575,0.492,29.33775
2020,7,26,16,202.88,31.29,100.03,64.94,1.85,10144,15.216,0.37,15.586
2020,7,26,17,57.66,30.48,100.09,69.56,1.34,2883,4.3245,0.268,4.5925
2020,7,26,18,0,29.8,100.16,72.94,0.8,0,0,0.16,0.16
2020,7,26,19,0,29.7,100.22,70.56,0.36,0,0,0.072,0.072
2020,7,26,20,0,29.37,100.27,71.06,0.4,0,0,0.08,0.08
2020,7,26,21,0,28.73,100.3,74.88,0.77,0,0,0.154,0.154
2020,7,26,22,0,28.02,100.27,79.25,1.22,0,0,0.244,0.244
2020,7,26,23,0,27.47,100.21,82.12,1.76,0,0,0.352,0.352
2020,7,27,0,0,26.98,100.15,84.19,2.29,0,0,0.458,0.458
2020,7,27,1,0,26.55,100.1,85.88,2.72,0,0,0.544,0.544
2020,7,27,2,0,26.16,100.08,87.62,2.97,0,0,0.594,0.594
2020,7,27,3,0,25.82,100.09,89.06,3.23,0,0,0.646,0.646
2020,7,27,4,0,25.48,100.12,90.31,3.5,0,0,0.7,0.7
2020,7,27,5,9.65,25.26,100.18,91.25,3.51,482.5,0.72375,0.702,1.42575
2020,7,27,6,128.56,25.54,100.25,89.44,4.04,6428,9.642,0.808,10.45
2020,7,27,7,330.98,26.2,100.3,85.19,3.83,16549,24.8235,0.766,25.5895
2020,7,27,8,528.61,27.36,100.32,78.5,3.92,26430.5,39.64575,0.784,40.42975
2020,7,27,9,663.89,28.59,100.3,71.44,4.31,33194.5,49.79175,0.862,50.65375
2020,7,27,10,788.26,29.71,100.22,66.06,4.57,39413,59.1195,0.914,60.0335
2020,7,27,11,794.28,30.8,100.11,61.81,4.61,39714,59.571,0.922,60.493
2020,7,27,12,760,31.66,99.98,58.75,4.4,38000,57,0.88,57.88
2020,7,27,13,702.27,32.15,99.87,57.44,4.06,35113.5,52.67025,0.812,53.48225
2020,7,27,14,541.35,32.17,99.8,59.31,3.42,27067.5,40.60125,0.684,41.28525
2020,7,27,15,395.66,31.99,99.78,61.94,2.6,19783,29.6745,0.52,30.1945
2020,7,27,16,213.42,31.64,99.8,63.25,2.03,10671,16.0065,0.406,16.4125
2020,7,27,17,55.71,30.99,99.86,67.69,1.15,2785.5,4.17825,0.23,4.40825
2020,7,27,18,0,30.36,99.92,69.88,0.57,0,0,0.114,0.114
2020,7,27,19,0,29.81,100,73.44,0.62,0,0,0.124,0.124
2020,7,27,20,0,29.44,100.06,72.94,0.88,0,0,0.176,0.176
2020,7,27,21,0,29.12,100.09,73.5,0.97,0,0,0.194,0.194
2020,7,27,22,0,28.65,100.07,75.62,1.4,0,0,0.28,0.28
2020,7,27,23,0,28.05,100.02,79.56,1.85,0,0,0.37,0.37
2020,7,28,0,0,27.58,99.96,82.44,2.11,0,0,0.422,0.422
2020,7,28,1,0,27.24,99.92,84.94,2.34,0,0,0.468,0.468
2020,7,28,2,0,26.85,99.88,87.12,2.61,0,0,0.522,0.522
2020,7,28,3,0,26.57,99.88,88.12,2.75,0,0,0.55,0.55
2020,7,28,4,0,26.33,99.91,88.12,2.75,0,0,0.55,0.55
2020,7,28,5,10.55,26.15,99.96,88.06,2.79,527.5,0.79125,0.558,1.34925
2020,7,28,6,131.73,26.38,100.04,85.75,3.14,6586.5,9.87975,0.628,10.50775
2020,7,28,7,330.79,26.57,100.12,84.19,3.19,16539.5,24.80925,0.638,25.44725
2020,7,28,8,527.7,27.09,100.14,81.25,3.71,26385,39.5775,0.742,40.3195
2020,7,28,9,703.91,27.58,100.12,78.81,3.97,35195.5,52.79325,0.794,53.58725
2020,7,28,10,819.3,28.06,100.08,77,3.69,40965,61.4475,0.738,62.1855
2020,7,28,11,865.14,28.44,100,75.81,3.42,43257,64.8855,0.684,65.5695
2020,7,28,12,828.27,28.77,99.9,75.12,3.5,41413.5,62.12025,0.7,62.82025
2020,7,28,13,756.98,29.09,99.81,74.44,3.78,37849,56.7735,0.756,57.5295
2020,7,28,14,589.62,29.37,99.73,73.88,3.83,29481,44.2215,0.766,44.9875
2020,7,28,15,366.14,29.47,99.7,74.38,3.5,18307,27.4605,0.7,28.1605
2020,7,28,16,197.2,29.25,99.72,77.19,2.68,9860,14.79,0.536,15.326
2020,7,28,17,51.68,28.66,99.76,82.62,1.77,2584,3.876,0.354,4.23
2020,7,28,18,0,28.42,99.82,81.06,1.14,0,0,0.228,0.228
2020,7,28,19,0,28.55,99.88,78.69,0.52,0,0,0.104,0.104
2020,7,28,20,0,28.4,99.92,79,0.51,0,0,0.102,0.102
2020,7,28,21,0,27.96,99.93,81.69,0.93,0,0,0.186,0.186
2020,7,28,22,0,27.49,99.91,84.56,1.36,0,0,0.272,0.272
2020,7,28,23,0,27.05,99.86,87.25,1.71,0,0,0.342,0.342
2020,7,29,0,0,26.67,99.81,89.31,1.95,0,0,0.39,0.39
2020,7,29,1,0,26.45,99.77,90.56,2.05,0,0,0.41,0.41
2020,7,29,2,0,26.28,99.74,91.44,2.01,0,0,0.402,0.402
2020,7,29,3,0,26.15,99.72,91.88,1.9,0,0,0.38,0.38
2020,7,29,4,0,26.05,99.73,92.12,1.93,0,0,0.386,0.386
2020,7,29,5,7.89,26.01,99.76,92.31,1.99,394.5,0.59175,0.398,0.98975
2020,7,29,6,40.23,26.65,99.83,90.06,2.04,2011.5,3.01725,0.408,3.42525
2020,7,29,7,133.62,27.46,99.9,85.88,2.02,6681,10.0215,0.404,10.4255
2020,7,29,8,124.2,28.27,99.95,81.19,1.7,6210,9.315,0.34,9.655
2020,7,29,9,91.38,28.73,99.95,78.19,1.48,4569,6.8535,0.296,7.1495
2020,7,29,10,117.59,29.12,99.92,76.12,1.22,5879.5,8.81925,0.244,9.06325
2020,7,29,11,188.4,29.55,99.86,73.56,1.09,9420,14.13,0.218,14.348
2020,7,29,12,260.05,30,99.79,70.62,1.05,13002.5,19.50375,0.21,19.71375
2020,7,29,13,317.71,30.25,99.74,68.69,1.04,15885.5,23.82825,0.208,24.03625
2020,7,29,14,240.02,30.33,99.7,67.88,1.15,12001,18.0015,0.23,18.2315
2020,7,29,15,201.25,30.23,99.69,68.25,1.3,10062.5,15.09375,0.26,15.35375
2020,7,29,16,123.83,29.98,99.71,70.75,1.4,6191.5,9.28725,0.28,9.56725
2020,7,29,17,47.69,29.36,99.76,75.5,1.46,2384.5,3.57675,0.292,3.86875
2020,7,29,18,0,28.55,99.85,81.94,1.49,0,0,0.298,0.298
2020,7,29,19,0,28.11,99.94,84,1.78,0,0,0.356,0.356
2020,7,29,20,0,27.62,100,86.19,2.21,0,0,0.442,0.442
2020,7,29,21,0,27.11,100.02,88.31,2.98,0,0,0.596,0.596
2020,7,29,22,0,26.72,100,89.81,3.75,0,0,0.75,0.75
2020,7,29,23,0,26.39,99.96,91.38,3.94,0,0,0.788,0.788
2020,7,30,0,0,26.15,99.9,92.31,4.14,0,0,0.828,0.828
2020,7,30,1,0,25.97,99.85,92.69,4.51,0,0,0.902,0.902
2020,7,30,2,0,25.8,99.82,92.75,4.47,0,0,0.894,0.894
2020,7,30,3,0,25.64,99.83,92.88,3.83,0,0,0.766,0.766
2020,7,30,4,0,25.53,99.86,93.06,3.15,0,0,0.63,0.63
2020,7,30,5,11.34,25.54,99.9,93,2.74,567,0.8505,0.548,1.3985
2020,7,30,6,151.81,26.23,99.96,89.56,3.16,7590.5,11.38575,0.632,12.01775
2020,7,30,7,369.03,26.94,100.02,85.81,3.1,18451.5,27.67725,0.62,28.29725
2020,7,30,8,559.88,27.96,100.05,80.44,2.59,27994,41.991,0.518,42.509
2020,7,30,9,757.72,28.98,100.02,74.88,1.69,37886,56.829,0.338,57.167
2020,7,30,10,799.91,29.85,99.97,70.31,0.85,39995.5,59.99325,0.17,60.16325
2020,7,30,11,805.74,30.71,99.9,66.19,0.65,40287,60.4305,0.13,60.5605
2020,7,30,12,900.55,31.36,99.83,63.12,1.08,45027.5,67.54125,0.216,67.75725
2020,7,30,13,788.49,31.76,99.77,61.31,1.36,39424.5,59.13675,0.272,59.40875
2020,7,30,14,597.7,31.74,99.73,61.19,1.4,29885,44.8275,0.28,45.1075
2020,7,30,15,416.21,31.39,99.73,63.19,1.85,20810.5,31.21575,0.37,31.58575
2020,7,30,16,215.11,30.73,99.77,67.69,2.56,10755.5,16.13325,0.512,16.64525
2020,7,30,17,58.76,29.56,99.81,75.62,3.09,2938,4.407,0.618,5.025
2020,7,30,18,0,28.37,99.86,82.75,3.52,0,0,0.704,0.704
2020,7,30,19,0,27.9,99.9,84.56,4.15,0,0,0.83,0.83
2020,7,30,20,0,27.58,99.93,86.38,4.17,0,0,0.834,0.834
2020,7,30,21,0,27.35,99.93,87.75,3.88,0,0,0.776,0.776
2020,7,30,22,0,27.2,99.97,89.12,3.32,0,0,0.664,0.664
2020,7,30,23,0,27.12,99.97,90.31,2.91,0,0,0.582,0.582
2020,7,31,0,0,26.94,99.92,91.69,3.15,0,0,0.63,0.63
2020,7,31,1,0,26.75,99.87,92.56,3.64,0,0,0.728,0.728
2020,7,31,2,0,26.55,99.84,92.75,4.05,0,0,0.81,0.81
2020,7,31,3,0,26.23,99.83,92.25,4.08,0,0,0.816,0.816
2020,7,31,4,0,25.9,99.84,91.38,3.75,0,0,0.75,0.75
