YEAR,MO,DY,HR,Irradiance,Temperature,Pressure,Relative Humidity,Wind Speed,Column E X 50,SOLAR(KWhr),WIND(KWhr),S+W(KWhr)
2021,6,18,1,0,27.94,99.96,73.94,5.67,0,0,1.134,1.134
2021,6,18,2,0,27.53,99.95,75.69,5.52,0,0,1.104,1.104
2021,6,18,3,0,27.15,99.99,77.06,5.27,0,0,1.054,1.054
2021,6,18,4,0,26.81,100.03,78.62,4.91,0,0,0.982,0.982
2021,6,18,5,15.73,26.62,100.09,79.31,4.86,786.5,1.17975,0.972,2.15175
2021,6,18,6,111.51,27.25,100.16,75.88,5.46,5575.5,8.36325,1.092,9.45525
2021,6,18,7,263.67,28.73,100.21,68.31,6.78,13183.5,19.77525,1.356,21.13125
2021,6,18,8,405.66,30.46,100.24,59.31,7.55,20283,30.4245,1.51,31.9345
2021,6,18,9,529.91,32.21,100.23,50.88,7.56,26495.5,39.74325,1.512,41.25525
2021,6,18,10,627.62,33.68,100.15,45.19,7.01,31381,47.0715,1.402,48.4735
2021,6,18,11,571.06,34.76,100.05,41.88,6.25,28553,42.8295,1.25,44.0795
2021,6,18,12,572.64,35.51,99.96,39.56,5.72,28632,42.948,1.144,44.092
2021,6,18,13,514.25,35.9,99.89,38.12,5.4,25712.5,38.56875,1.08,39.64875
2021,6,18,14,434.77,35.91,99.84,37.62,5.46,21738.5,32.60775,1.092,33.69975
2021,6,18,15,273.66,35.6,99.83,37.94,5.69,13683,20.5245,1.138,21.6625
2021,6,18,16,139.29,34.9,99.88,39.81,5.5,6964.5,10.44675,1.1,11.54675
2021,6,18,17,34.45,33.3,99.97,45.94,4.58,1722.5,2.58375,0.916,3.49975
2021,6,18,18,0,31.73,100.06,51.19,4.36,0,0,0.872,0.872
2021,6,18,19,0,31.03,100.18,53.31,4.68,0,0,0.936,0.936
2021,6,18,20,0,30.37,100.26,55.81,4.81,0,0,0.962,0.962
2021,6,18,21,0,29.77,100.31,58.56,4.86,0,0,0.972,0.972
2021,6,18,22,0,29.18,100.3,61.25,4.95,0,0,0.99,0.99
2021,6,18,23,0,28.65,100.27,63.69,5.05,0,0,1.01,1.01
2021,6,19,0,0,28.16,100.22,66.06,4.93,0,0,0.986,0.986
2021,6,19,1,0,27.71,100.18,68.38,4.64,0,0,0.928,0.928
2021,6,19,2,0,27.32,100.17,70.5,4.51,0,0,0.902,0.902
2021,6,19,3,0,26.99,100.18,72.5,4.39,0,0,0.878,0.878
2021,6,19,4,0,26.73,100.22,74.38,4.15,0,0,0.83,0.83
2021,6,19,5,18.7,26.63,100.28,75.5,3.93,935,1.4025,0.786,2.1885
2021,6,19,6,132.31,27.19,100.36,73.19,4.25,6615.5,9.92325,0.85,10.77325
2021,6,19,7,315.61,28.37,100.43,68.75,4.96,15780.5,23.67075,0.992,24.66275
2021,6,19,8,487.77,29.9,100.46,62.5,6.12,24388.5,36.58275,1.224,37.80675
2021,6,19,9,674.79,31.27,100.43,56.25,6.76,33739.5,50.60925,1.352,51.96125
2021,6,19,10,753.64,32.41,100.35,51.5,6.89,37682,56.523,1.378,57.901
2021,6,19,11,760.52,33.26,100.26,48.56,6.5,38026,57.039,1.3,58.339
2021,6,19,12,747.84,33.9,100.15,46.69,5.99,37392,56.088,1.198,57.286
2021,6,19,13,657.12,34.37,100.07,45.25,5.43,32856,49.284,1.086,50.37
2021,6,19,14,484.12,34.55,100.03,44.75,4.94,24206,36.309,0.988,37.297
2021,6,19,15,336.44,34.47,100.02,45.06,4.5,16822,25.233,0.9,26.133
2021,6,19,16,157.01,33.9,100.03,47.88,3.74,7850.5,11.77575,0.748,12.52375
2021,6,19,17,46.41,32.35,100.07,57,2.77,2320.5,3.48075,0.554,4.03475
2021,6,19,18,0,31.16,100.13,62.31,3.08,0,0,0.616,0.616
2021,6,19,19,0,30.66,100.19,64.5,3.53,0,0,0.706,0.706
2021,6,19,20,0,30.11,100.26,67.69,3.59,0,0,0.718,0.718
2021,6,19,21,0,29.57,100.32,70.94,3.44,0,0,0.688,0.688
2021,6,19,22,0,29.12,100.34,73.12,3.5,0,0,0.7,0.7
2021,6,19,23,0,28.6,100.3,75.12,3.67,0,0,0.734,0.734
2021,6,20,0,0,28.12,100.24,76.56,4.02,0,0,0.804,0.804
2021,6,20,1,0,27.6,100.21,78.5,3.97,0,0,0.794,0.794
2021,6,20,2,0,27.15,100.2,80.19,3.97,0,0,0.794,0.794
2021,6,20,3,0,26.75,100.22,81.5,4.09,0,0,0.818,0.818
2021,6,20,4,0,26.38,100.26,82.81,4.14,0,0,0.828,0.828
2021,6,20,5,20.74,26.22,100.29,83.12,4.41,1037,1.5555,0.882,2.4375
2021,6,20,6,136.17,26.68,100.35,80.38,4.83,6808.5,10.21275,0.966,11.17875
2021,6,20,7,312.27,27.97,100.41,73,5.38,15613.5,23.42025,1.076,24.49625
2021,6,20,8,542.26,29.9,100.45,62.5,6,27113,40.6695,1.2,41.8695
2021,6,20,9,738.83,31.77,100.43,53.44,6.12,36941.5,55.41225,1.224,56.63625
2021,6,20,10,843.29,33.12,100.37,47.88,5.82,42164.5,63.24675,1.164,64.41075
2021,6,20,11,865.04,34.03,100.27,44.94,5.41,43252,64.878,1.082,65.96
2021,6,20,12,827.69,34.74,100.16,42.75,5.18,41384.5,62.07675,1.036,63.11275
2021,6,20,13,749.59,35.28,100.06,41.25,4.96,37479.5,56.21925,0.992,57.21125
2021,6,20,14,598.42,35.45,100,40.62,4.83,29921,44.8815,0.966,45.8475
2021,6,20,15,420.76,35.23,99.97,41,4.78,21038,31.557,0.956,32.513
2021,6,20,16,235.4,34.52,100,43.5,3.97,11770,17.655,0.794,18.449
2021,6,20,17,54.76,32.83,100.07,52.88,2.59,2738,4.107,0.518,4.625
2021,6,20,18,0,31.44,100.15,58.88,2.48,0,0,0.496,0.496
2021,6,20,19,0,30.75,100.21,61.19,2.47,0,0,0.494,0.494
2021,6,20,20,0,30.05,100.26,63.38,2.45,0,0,0.49,0.49
2021,6,20,21,0,29.33,100.28,65.38,2.38,0,0,0.476,0.476
2021,6,20,22,0,28.74,100.27,65.62,2.52,0,0,0.504,0.504
2021,6,20,23,0,28.19,100.21,66.62,2.96,0,0,0.592,0.592
2021,6,21,0,0,27.65,100.15,69,3.22,0,0,0.644,0.644
2021,6,21,1,0,27.02,100.11,72.5,3.1,0,0,0.62,0.62
2021,6,21,2,0,26.56,100.09,75.38,3.2,0,0,0.64,0.64
2021,6,21,3,0,26.11,100.11,78.19,3.1,0,0,0.62,0.62
2021,6,21,4,0,25.71,100.16,80.94,2.9,0,0,0.58,0.58
2021,6,21,5,18.16,25.69,100.22,81.56,3.22,908,1.362,0.644,2.006
2021,6,21,6,138.98,26.41,100.29,78.19,3.87,6949,10.4235,0.774,11.1975
2021,6,21,7,328.61,28.04,100.34,70.12,4.63,16430.5,24.64575,0.926,25.57175
2021,6,21,8,532.43,29.88,100.36,60.19,5.21,26621.5,39.93225,1.042,40.97425
2021,6,21,9,702.31,31.69,100.36,51.44,4.93,35115.5,52.67325,0.986,53.65925
2021,6,21,10,815.4,33.1,100.29,45.62,4.35,40770,61.155,0.87,62.025
2021,6,21,11,907.41,33.94,100.19,44,3.38,45370.5,68.05575,0.676,68.73175
2021,6,21,12,886.67,34.69,100.07,41.75,2.52,44333.5,66.50025,0.504,67.00425
2021,6,21,13,700.58,35.4,99.97,37.88,1.57,35029,52.5435,0.314,52.8575
2021,6,21,14,528.73,35.64,99.91,36.94,0.67,26436.5,39.65475,0.134,39.78875
2021,6,21,15,383.98,35.19,99.89,39.81,0.63,19199,28.7985,0.126,28.9245
2021,6,21,16,199.34,34.33,99.9,44.44,1.52,9967,14.9505,0.304,15.2545
2021,6,21,17,55.3,32.65,99.94,56.06,2.78,2765,4.1475,0.556,4.7035
2021,6,21,18,0,31.17,100,61.81,3.88,0,0,0.776,0.776
2021,6,21,19,0,30.49,100.07,65.38,4.55,0,0,0.91,0.91
2021,6,21,20,0,29.87,100.11,70.62,4.94,0,0,0.988,0.988
2021,6,21,21,0,29.42,100.15,74.69,4.97,0,0,0.994,0.994
2021,6,21,22,0,29.09,100.16,77.5,4.81,0,0,0.962,0.962
2021,6,21,23,0,28.8,100.11,79.56,4.66,0,0,0.932,0.932
2021,6,22,0,0,28.51,100.06,81,4.21,0,0,0.842,0.842
2021,6,22,1,0,28.19,100.02,82.31,3.67,0,0,0.734,0.734
2021,6,22,2,0,27.85,100,83.25,3.64,0,0,0.728,0.728
2021,6,22,3,0,27.49,100,83.62,3.92,0,0,0.784,0.784
2021,6,22,4,0,27.11,100.04,83.69,4.21,0,0,0.842,0.842
2021,6,22,5,16.08,26.8,100.09,83.25,4.44,804,1.206,0.888,2.094
2021,6,22,6,108.38,26.9,100.15,81.19,4.85,5419,8.1285,0.97,9.0985
2021,6,22,7,263.88,27.63,100.19,76.5,5.05,13194,19.791,1.01,20.801
2021,6,22,8,429.7,29.19,100.23,67.56,5.42,21485,32.2275,1.084,33.3115
2021,6,22,9,583.82,30.76,100.24,59.44,5.39,29191,43.7865,1.078,44.8645
2021,6,22,10,694.45,31.98,100.19,54,5.18,34722.5,52.08375,1.036,53.11975
2021,6,22,11,782.49,32.69,100.11,52.31,4.63,39124.5,58.68675,0.926,59.61275
2021,6,22,12,724.54,33.02,100.05,51.88,4.13,36227,54.3405,0.826,55.1665
2021,6,22,13,673.9,32.97,99.98,52.25,3.79,33695,50.5425,0.758,51.3005
2021,6,22,14,495.06,32.61,99.94,53.69,3.49,24753,37.1295,0.698,37.8275
2021,6,22,15,352.65,32.16,99.93,55.5,3.24,17632.5,26.44875,0.648,27.09675
2021,6,22,16,190.77,31.58,99.97,58.25,2.85,9538.5,14.30775,0.57,14.87775
2021,6,22,17,49.18,30.52,100.03,66.5,1.9,2459,3.6885,0.38,4.0685
2021,6,22,18,0,29.42,100.09,75.19,1.63,0,0,0.326,0.326
2021,6,22,19,0,28.94,100.16,76.19,1.44,0,0,0.288,0.288
2021,6,22,20,0,28.55,100.22,78.12,0.73,0,0,0.146,0.146
2021,6,22,21,0,28.4,100.22,77.12,0.51,0,0,0.102,0.102
2021,6,22,22,0,27.9,100.19,79.75,1.84,0,0,0.368,0.368
2021,6,22,23,0,27.53,100.11,81.38,2.86,0,0,0.572,0.572
2021,6,23,0,0,27.37,100.05,82.75,3.61,0,0,0.722,0.722
2021,6,23,1,0,27.3,99.98,83.94,4.34,0,0,0.868,0.868
2021,6,23,2,0,27.11,99.94,85.69,4.55,0,0,0.91,0.91
2021,6,23,3,0,26.87,99.96,87.31,4.17,0,0,0.834,0.834
2021,6,23,4,0,26.69,100.01,87.31,3.82,0,0,0.764,0.764
2021,6,23,5,20.65,26.59,100.06,86.12,3.65,1032.5,1.54875,0.73,2.27875
2021,6,23,6,130.62,27.14,100.13,81.12,4.05,6531,9.7965,0.81,10.6065
2021,6,23,7,301.52,28.3,100.18,73.75,3.98,15076,22.614,0.796,23.41
2021,6,23,8,434.16,30.15,100.21,63,4.22,21708,32.562,0.844,33.406
2021,6,23,9,445.67,32,100.18,54.62,4.18,22283.5,33.42525,0.836,34.26125
2021,6,23,10,550.13,33.31,100.13,50.94,3.62,27506.5,41.25975,0.724,41.98375
2021,6,23,11,528.41,34.09,100.07,48.56,2.97,26420.5,39.63075,0.594,40.22475
2021,6,23,12,600.8,34.29,100,47,2.13,30040,45.06,0.426,45.486
2021,6,23,13,656.25,33.75,99.96,47.94,1.34,32812.5,49.21875,0.268,49.48675
2021,6,23,14,509.87,32.96,99.94,51.62,1.49,25493.5,38.24025,0.298,38.53825
2021,6,23,15,340.2,32.37,99.92,54.5,2.54,17010,25.515,0.508,26.023
2021,6,23,16,215.09,31.66,99.96,57.5,3.46,10754.5,16.13175,0.692,16.82375
2021,6,23,17,51.96,30.54,100.03,63.88,3.88,2598,3.897,0.776,4.673
2021,6,23,18,0,29.33,100.1,71.12,4.51,0,0,0.902,0.902
2021,6,23,19,0,28.62,100.17,75.38,5.27,0,0,1.054,1.054
2021,6,23,20,0,28.12,100.22,78.94,5.36,0,0,1.072,1.072
2021,6,23,21,0,27.79,100.25,81.38,5.18,0,0,1.036,1.036
2021,6,23,22,0,27.55,100.25,83.25,5.21,0,0,1.042,1.042
2021,6,23,23,0,27.33,100.2,85.06,5.32,0,0,1.064,1.064
2021,6,24,0,0,27.15,100.13,86.81,5.43,0,0,1.086,1.086
2021,6,24,1,0,26.96,100.1,88.31,5.3,0,0,1.06,1.06
2021,6,24,2,0,26.76,100.08,89.31,5.01,0,0,1.002,1.002
2021,6,24,3,0,26.55,100.09,90.56,4.49,0,0,0.898,0.898
2021,6,24,4,0,26.33,100.12,91.44,3.91,0,0,0.782,0.782
2021,6,24,5,13.39,26.31,100.16,91.19,3.54,669.5,1.00425,0.708,1.71225
2021,6,24,6,76.7,26.78,100.22,87.44,3.82,3835,5.7525,0.764,6.5165
2021,6,24,7,225.41,27.62,100.26,81.38,3.89,11270.5,16.90575,0.778,17.68375
2021,6,24,8,470.12,29.05,100.28,71.81,4.4,23506,35.259,0.88,36.139
2021,6,24,9,631.23,30.8,100.26,61.19,4.9,31561.5,47.34225,0.98,48.32225
2021,6,24,10,759.37,32.23,100.19,54.31,4.72,37968.5,56.95275,0.944,57.89675
2021,6,24,11,822.65,33.25,100.11,50.88,4.08,41132.5,61.69875,0.816,62.51475
2021,6,24,12,814.7,33.97,100.02,48.19,3.41,40735,61.1025,0.682,61.7845
2021,6,24,13,693.73,34.48,99.93,45.25,2.67,34686.5,52.02975,0.534,52.56375
2021,6,24,14,537.9,34.79,99.88,42.44,1.78,26895,40.3425,0.356,40.6985
2021,6,24,15,382.06,34.33,99.86,44,0.9,19103,28.6545,0.18,28.8345
2021,6,24,16,190.91,33.37,99.85,50.19,0.85,9545.5,14.31825,0.17,14.48825
2021,6,24,17,53.73,31.84,99.9,63.44,1.76,2686.5,4.02975,0.352,4.38175
2021,6,24,18,0,30.42,100,71.44,3,0,0,0.6,0.6
2021,6,24,19,0,29.59,100.1,77.12,3.41,0,0,0.682,0.682
2021,6,24,20,0,29.17,100.19,80.44,3.15,0,0,0.63,0.63
2021,6,24,21,0,29,100.24,82.19,2.61,0,0,0.522,0.522
2021,6,24,22,0,28.76,100.23,83.06,2.12,0,0,0.424,0.424
2021,6,24,23,0,28.45,100.18,83.81,1.88,0,0,0.376,0.376
2021,6,25,0,0,28.15,100.12,84.06,1.82,0,0,0.364,0.364
2021,6,25,1,0,27.78,100.04,84.75,1.7,0,0,0.34,0.34
2021,6,25,2,0,27.3,99.99,85.12,1.61,0,0,0.322,0.322
2021,6,25,3,0,26.9,99.98,85.12,1.65,0,0,0.33,0.33
2021,6,25,4,0,26.52,100.01,84.81,1.77,0,0,0.354,0.354
2021,6,25,5,18.13,26.3,100.06,84.25,1.8,906.5,1.35975,0.36,1.71975
2021,6,25,6,149.29,26.96,100.14,77.88,2.44,7464.5,11.19675,0.488,11.68475
2021,6,25,7,365.26,28.08,100.21,70.56,3.18,18263,27.3945,0.636,28.0305
2021,6,25,8,556.78,29.76,100.23,60.25,4.07,27839,41.7585,0.814,42.5725
2021,6,25,9,731.02,31.64,100.22,50.12,4.4,36551,54.8265,0.88,55.7065
2021,6,25,10,830.81,33.28,100.13,43.88,4.37,41540.5,62.31075,0.874,63.18475
2021,6,25,11,835.09,34.51,99.99,39.75,4.41,41754.5,62.63175,0.882,63.51375
2021,6,25,12,847.59,35.43,99.85,37.06,4.4,42379.5,63.56925,0.88,64.44925
2021,6,25,13,793.42,36.03,99.74,35.38,4.24,39671,59.5065,0.848,60.3545
2021,6,25,14,606.71,36.4,99.66,34,3.86,30335.5,45.50325,0.772,46.27525
2021,6,25,15,394.84,36.49,99.63,33,3.14,19742,29.613,0.628,30.241
2021,6,25,16,196.34,35.7,99.64,36.5,2.13,9817,14.7255,0.426,15.1515
2021,6,25,17,59.38,33.19,99.71,54.69,1.63,2969,4.4535,0.326,4.7795
2021,6,25,18,0,31.45,99.79,63.75,2.46,0,0,0.492,0.492
2021,6,25,19,0,30.5,99.88,68.69,3.43,0,0,0.686,0.686
2021,6,25,20,0,29.85,99.96,72.44,3.98,0,0,0.796,0.796
2021,6,25,21,0,29.4,100.01,74.19,4.17,0,0,0.834,0.834
2021,6,25,22,0,28.91,100.02,75.94,4.13,0,0,0.826,0.826
2021,6,25,23,0,28.43,99.98,76.88,3.93,0,0,0.786,0.786
2021,6,26,0,0,27.98,99.93,78.12,3.51,0,0,0.702,0.702
2021,6,26,1,0,27.62,99.88,79.56,2.96,0,0,0.592,0.592
2021,6,26,2,0,27.23,99.86,80.62,2.56,0,0,0.512,0.512
2021,6,26,3,0,26.9,99.87,80.88,2.34,0,0,0.468,0.468
2021,6,26,4,0,26.6,99.9,81.81,2.13,0,0,0.426,0.426
2021,6,26,5,16.99,26.51,99.95,80.75,2.31,849.5,1.27425,0.462,1.73625
2021,6,26,6,124.62,27.23,100.03,73.69,3.23,6231,9.3465,0.646,9.9925
2021,6,26,7,302.36,28.76,100.08,65.06,4.31,15118,22.677,0.862,23.539
2021,6,26,8,489.16,30.87,100.11,54.06,5.17,24458,36.687,1.034,37.721
2021,6,26,9,552.09,32.78,100.1,46.38,5.21,27604.5,41.40675,1.042,42.44875
2021,6,26,10,600.05,34.23,100.03,41.81,4.97,30002.5,45.00375,0.994,45.99775
2021,6,26,11,554.08,35.37,99.92,38.12,4.88,27704,41.556,0.976,42.532
2021,6,26,12,505.12,36.2,99.79,35.62,4.79,25256,37.884,0.958,38.842
2021,6,26,13,406.26,36.71,99.69,34.06,4.66,20313,30.4695,0.932,31.4015
2021,6,26,14,273.24,36.9,99.62,32.94,4.07,13662,20.493,0.814,21.307
2021,6,26,15,183.98,36.47,99.61,33.5,2.67,9199,13.7985,0.534,14.3325
2021,6,26,16,102.47,34.82,99.66,41.62,0.93,5123.5,7.68525,0.186,7.87125
2021,6,26,17,30.16,33.33,99.77,48.56,1.83,1508,2.262,0.366,2.628
2021,6,26,18,0,31.77,99.89,57.94,3.15,0,0,0.63,0.63
2021,6,26,19,0,30.5,99.98,71.75,3.6,0,0,0.72,0.72
2021,6,26,20,0,29.58,100.06,77.56,3.94,0,0,0.788,0.788
2021,6,26,21,0,29.04,100.1,79.38,4.27,0,0,0.854,0.854
2021,6,26,22,0,28.6,100.09,81.44,4.43,0,0,0.886,0.886
2021,6,26,23,0,28.22,100.04,83.75,4.27,0,0,0.854,0.854
2021,6,27,0,0,27.92,99.98,84.81,3.69,0,0,0.738,0.738
2021,6,27,1,0,27.64,99.95,84.5,2.96,0,0,0.592,0.592
2021,6,27,2,0,27.34,99.96,83.06,2.65,0,0,0.53,0.53
2021,6,27,3,0,27.06,100,80.94,2.97,0,0,0.594,0.594
2021,6,27,4,0,26.81,100.06,78.81,3.58,0,0,0.716,0.716
2021,6,27,5,12.37,26.69,100.13,75.75,4.37,618.5,0.92775,0.874,1.80175
2021,6,27,6,79.86,27.17,100.22,70.12,5.32,3993,5.9895,1.064,7.0535
2021,6,27,7,167.69,27.93,100.29,62.69,6.74,8384.5,12.57675,1.348,13.92475
2021,6,27,8,177.14,28.74,100.34,55.88,7.83,8857,13.2855,1.566,14.8515
2021,6,27,9,273.93,29.61,100.34,52,7.81,13696.5,20.54475,1.562,22.10675
2021,6,27,10,375.14,30.58,100.3,49,7.43,18757,28.1355,1.486,29.6215
2021,6,27,11,463.01,31.54,100.21,46.75,6.89,23150.5,34.72575,1.378,36.10375
2021,6,27,12,537.63,32.28,100.1,45.62,6.24,26881.5,40.32225,1.248,41.57025
2021,6,27,13,425.27,32.59,99.99,46,5.67,21263.5,31.89525,1.134,33.02925
2021,6,27,14,418.57,32.48,99.94,47.31,5.25,20928.5,31.39275,1.05,32.44275
2021,6,27,15,299.29,32.15,99.92,49.31,4.73,14964.5,22.44675,0.946,23.39275
2021,6,27,16,153.82,31.46,99.95,53.94,3.86,7691,11.5365,0.772,12.3085
2021,6,27,17,42.59,30.01,100,66.38,2.48,2129.5,3.19425,0.496,3.69025
2021,6,27,18,0,28.91,100.07,76.5,1.76,0,0,0.352,0.352
2021,6,27,19,0,28.66,100.15,77.62,1.24,0,0,0.248,0.248
2021,6,27,20,0,28.47,100.21,76.94,0.98,0,0,0.196,0.196
2021,6,27,21,0,28.25,100.24,76,1.63,0,0,0.326,0.326
2021,6,27,22,0,27.6,100.24,80.88,2.6,0,0,0.52,0.52
2021,6,27,23,0,27.05,100.19,83.38,3.46,0,0,0.692,0.692
2021,6,28,0,0,26.62,100.12,84.88,3.93,0,0,0.786,0.786
2021,6,28,1,0,26.2,100.09,86.88,4.01,0,0,0.802,0.802
2021,6,28,2,0,25.9,100.07,88.56,3.8,0,0,0.76,0.76
2021,6,28,3,0,25.65,100.08,89.69,3.56,0,0,0.712,0.712
2021,6,28,4,0,25.42,100.11,90.19,3.33,0,0,0.666,0.666
2021,6,28,5,11.77,25.49,100.16,88.75,3.17,588.5,0.88275,0.634,1.51675
2021,6,28,6,29.69,26.39,100.24,81.62,3.45,1484.5,2.22675,0.69,2.91675
2021,6,28,7,87.95,28.06,100.29,71,3.31,4397.5,6.59625,0.662,7.25825
2021,6,28,8,166.45,29.74,100.32,62.44,3.11,8322.5,12.48375,0.622,13.10575
2021,6,28,9,296.3,31.12,100.31,56.56,2.98,14815,22.2225,0.596,22.8185
2021,6,28,10,427.14,32.25,100.24,52.12,2.88,21357,32.0355,0.576,32.6115
2021,6,28,11,571.05,33.12,100.12,49.12,2.86,28552.5,42.82875,0.572,43.40075
2021,6,28,12,719.23,33.73,99.99,46.88,3.08,35961.5,53.94225,0.616,54.55825
2021,6,28,13,734.83,34.05,99.88,45.19,3.52,36741.5,55.11225,0.704,55.81625
2021,6,28,14,606.48,34.12,99.82,44,4.04,30324,45.486,0.808,46.294
2021,6,28,15,445.77,33.9,99.81,43.5,4.56,22288.5,33.43275,0.912,34.34475
2021,6,28,16,245.87,33.17,99.86,44.81,5.05,12293.5,18.44025,1.01,19.45025
2021,6,28,17,67,31.23,99.93,53.88,4.92,3350,5.025,0.984,6.009
2021,6,28,18,0,29.28,100.01,63.5,5.15,0,0,1.03,1.03
2021,6,28,19,0,28.61,100.09,67.88,5.52,0,0,1.104,1.104
2021,6,28,20,0,28.1,100.16,72.56,5.5,0,0,1.1,1.1
2021,6,28,21,0,27.69,100.18,77.31,5.24,0,0,1.048,1.048
2021,6,28,22,0,27.37,100.15,81.12,5.09,0,0,1.018,1.018
2021,6,28,23,0,27.1,100.09,84.06,4.74,0,0,0.948,0.948
2021,6,29,0,0,26.85,100.03,86.06,4.32,0,0,0.864,0.864
2021,6,29,1,0,26.68,99.99,86.94,4.01,0,0,0.802,0.802
2021,6,29,2,0,26.51,99.98,87.31,4.02,0,0,0.804,0.804
2021,6,29,3,0,26.34,99.99,87.19,4.35,0,0,0.87,0.87
2021,6,29,4,0,26.13,100.04,87.44,4.4,0,0,0.88,0.88
2021,6,29,5,17.23,26.17,100.11,86.94,4.67,861.5,1.29225,0.934,2.22625
2021,6,29,6,141.98,27.18,100.18,80.75,5.67,7099,10.6485,1.134,11.7825
2021,6,29,7,352.67,28.88,100.22,71.31,6.53,17633.5,26.45025,1.306,27.75625
2021,6,29,8,549.7,30.6,100.26,63.38,6.59,27485,41.2275,1.318,42.5455
2021,6,29,9,714.98,32.07,100.24,57.75,6.09,35749,53.6235,1.218,54.8415
2021,6,29,10,789.12,33.2,100.17,53.62,5.51,39456,59.184,1.102,60.286
2021,6,29,11,778.87,33.95,100.06,50.81,5.09,38943.5,58.41525,1.018,59.43325
2021,6,29,12,682.62,34.44,99.94,49.06,5,34131,51.1965,1,52.1965
2021,6,29,13,706.43,34.61,99.86,48.25,5.29,35321.5,52.98225,1.058,54.04025
2021,6,29,14,545.11,34.34,99.82,49,5.88,27255.5,40.88325,1.176,42.05925
2021,6,29,15,407.22,33.51,99.82,51.81,6.53,20361,30.5415,1.306,31.8475
2021,6,29,16,252.75,32.37,99.86,56.44,6.94,12637.5,18.95625,1.388,20.34425
2021,6,29,17,72.86,30.92,99.93,63.62,6.85,3643,5.4645,1.37,6.8345
2021,6,29,18,0,29.5,100.02,71.94,6.65,0,0,1.33,1.33
2021,6,29,19,0,28.79,100.09,77.44,6.39,0,0,1.278,1.278
2021,6,29,20,0,28.4,100.13,81.12,6.05,0,0,1.21,1.21
2021,6,29,21,0,28.19,100.16,83.31,5.77,0,0,1.154,1.154
2021,6,29,22,0,28.01,100.15,84.62,5.52,0,0,1.104,1.104
2021,6,29,23,0,27.81,100.1,85.25,5.47,0,0,1.094,1.094
2021,6,30,0,0,27.57,100.03,85.69,5.48,0,0,1.096,1.096
2021,6,30,1,0,27.3,99.98,86.38,5.38,0,0,1.076,1.076
2021,6,30,2,0,27.06,99.95,86.56,5.64,0,0,1.128,1.128
2021,6,30,3,0,26.86,99.96,87.25,5.75,0,0,1.15,1.15
2021,6,30,4,0,26.73,100,88.25,5.59,0,0,1.118,1.118
2021,6,30,5,18.05,26.75,100.05,88.56,5.58,902.5,1.35375,1.116,2.46975
2021,6,30,6,154.36,27.57,100.12,84.38,5.95,7718,11.577,1.19,12.767
2021,6,30,7,360.83,29.04,100.17,75.94,6.18,18041.5,27.06225,1.236,28.29825
2021,6,30,8,586.68,30.77,100.19,66.62,5.75,29334,44.001,1.15,45.151
2021,6,30,9,763.55,32.3,100.17,59.81,4.74,38177.5,57.26625,0.948,58.21425
2021,6,30,10,872.02,33.45,100.09,55.69,3.69,43601,65.4015,0.738,66.1395
2021,6,30,11,826.69,34.26,99.98,53,3.03,41334.5,62.00175,0.606,62.60775
2021,6,30,12,825.02,34.87,99.87,51,2.72,41251,61.8765,0.544,62.4205
2021,6,30,13,763.38,34.86,99.79,50.94,2.68,38169,57.2535,0.536,57.7895
2021,6,30,14,571.96,34.5,99.73,52.12,3.08,28598,42.897,0.616,43.513
2021,6,30,15,403.95,33.92,99.73,54.31,3.83,20197.5,30.29625,0.766,31.06225
2021,6,30,16,222.89,32.83,99.77,59.94,4.82,11144.5,16.71675,0.964,17.68075
2021,6,30,17,63.69,31.19,99.85,69.25,5.62,3184.5,4.77675,1.124,5.90075
2021,6,30,18,0,29.9,99.94,77.12,6.01,0,0,1.202,1.202
2021,6,30,19,0,29.26,100.02,81.62,5.92,0,0,1.184,1.184
2021,6,30,20,0,28.88,100.07,84.56,5.48,0,0,1.096,1.096
2021,6,30,21,0,28.65,100.08,86.38,5.1,0,0,1.02,1.02
2021,6,30,22,0,28.47,100.06,87.88,4.99,0,0,0.998,0.998
2021,6,30,23,0,28.26,99.98,88.94,5.07,0,0,1.014,1.014
2021,7,1,0,0,28.05,99.9,89.62,5.02,0,0,1.004,1.004
2021,7,1,1,0,27.87,99.84,89.88,4.87,0,0,0.974,0.974
2021,7,1,2,0,27.69,99.81,90,4.59,0,0,0.918,0.918
2021,7,1,3,0,27.54,99.82,90.06,4.32,0,0,0.864,0.864
2021,7,1,4,0,27.41,99.85,90.44,4.03,0,0,0.806,0.806
2021,7,1,5,15.77,27.42,99.9,90.5,3.75,788.5,1.18275,0.75,1.93275
2021,7,1,6,118.91,27.87,99.97,87.69,3.82,5945.5,8.91825,0.764,9.68225
2021,7,1,7,269.04,28.51,100.03,83.75,3.46,13452,20.178,0.692,20.87
2021,7,1,8,471.62,29.31,100.07,78.38,3.4,23581,35.3715,0.68,36.0515
2021,7,1,9,717.61,30.26,100.05,72.06,3.39,35880.5,53.82075,0.678,54.49875
2021,7,1,10,774.57,31.09,99.99,67.25,3.5,38728.5,58.09275,0.7,58.79275
2021,7,1,11,832.91,31.74,99.92,64,3.61,41645.5,62.46825,0.722,63.19025
2021,7,1,12,818.61,32.08,99.85,62.56,3.7,40930.5,61.39575,0.74,62.13575
